16669786,s0,T19,T1,The ,von Hippel-Lindau tumour-suppressor protein, interaction with ,protein kinase Cdelta,". 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T12,T22,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (",hypoxia-inducible factor 1alpha,) is the principal substrate for the ,VCB,"-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T12,T24,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (",hypoxia-inducible factor 1alpha,") is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as ",aPKC," (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T12,T25,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (",hypoxia-inducible factor 1alpha,") is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (",atypical protein kinase C,") have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T22,T13,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the ",VCB,-,Cul-2," complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T22,T24,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the ",VCB,"-Cul-2 complex; however, other substrates such as ",aPKC," (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T22,T25,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the ",VCB,"-Cul-2 complex; however, other substrates such as aPKC (",atypical protein kinase C,") have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s2,T11,T12,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of ",Hif1alpha, (,hypoxia-inducible factor 1alpha,") is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s2,T13,T24,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-",Cul-2," complex; however, other substrates such as ",aPKC," (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s2,T13,T25,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-",Cul-2," complex; however, other substrates such as aPKC (",atypical protein kinase C,") have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s2,T24,T25,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as ",aPKC, (,atypical protein kinase C,") have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s3,T26,T14,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that ",PKCdelta, and ,pVHL," (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s3,T26,T27,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that ",PKCdelta, and pVHL (,VHL protein,") interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s3,T14,T27,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and ",pVHL, (,VHL protein,") interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s4,T28,T15,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of ",PKCdelta," (residues 432-508), which appears to interact with two regions of ",pVHL,", residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
16669786,s5,T16,T17,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of ",PKCdelta, and the presence of active ,pVHL,". Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s5,T29,T16,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of ",PKCdelta," in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of ",PKCdelta," and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s5,T35,T16,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced ",proteasome,"-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of ",PKCdelta," and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s5,T29,T17,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of ",PKCdelta," in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active ",pVHL,". Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s5,T35,T17,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced ",proteasome,"-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active ",pVHL,". Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s5,T35,T29,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced ",proteasome,-dependent degradation of ,PKCdelta," in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with aPKC, PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-Cul-2, and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Not_a_complex
16669786,s6,T30,T18,"The von Hippel-Lindau tumour-suppressor protein interaction with protein kinase Cdelta. 
The VHL (von Hippel-Lindau) tumour-suppressor protein forms a multi-protein complex [VCB (pVHL-elongin C-elongin B)-Cul-2 (Cullin-2)] with elongin C, elongin B, Cul-2 and Rbx1, acting as a ubiquitin-ligase (E3) and directing proteasome-dependent degradation of targeted proteins. The alpha-subunit of Hif1alpha (hypoxia-inducible factor 1alpha) is the principal substrate for the VCB-Cul-2 complex; however, other substrates such as aPKC (atypical protein kinase C) have been reported. In the present study, we show with FRET (fluorescence resonance energy transfer) analysis measured by FLIM (fluorescence lifetime imaging microscopy) that PKCdelta and pVHL (VHL protein) interact directly in cells. This occurs through the catalytic domain of PKCdelta (residues 432-508), which appears to interact with two regions of pVHL, residues 113-122 and 130-154. Despite this robust interaction, analysis of the PMA-induced proteasome-dependent degradation of PKCdelta in different RCC (renal cell carcinoma) lines (RCC4, UMRC2 and 786 O) shows that there is no correlation between the degradation of PKCdelta and the presence of active pVHL. Thus, in contrast with ",aPKC,", PKCdelta is not a conventional substrate of the ubiquitin-ligase complex, VCB-",Cul-2,", and the observed interaction between these two proteins must underlie a distinct signalling output. 
",Complex_formation
